molecule_smiles,n,errors,error_rate,pos_rate
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2n[nH]cc2C(=O)OC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2n[nH]cc2C(=O)OCC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2nc(C(C)C)c(Br)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2nc(CC(=O)OC)c(C)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2nc(Cl)nc3cc(OC)c(OC)cc23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2noc3ccc(F)cc23)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NCC(C)(C)CCS(C)(=O)=O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NCC2(S(C)=O)CCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NCC2CC23CCOCC3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2[nH]nc(C)c2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2ccc(=O)n(C)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2c(C#N)cnc3c(C#N)cnn23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2c(C(=O)OCC)cnn2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2cc(=O)n(C)c(=O)n2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2cc(C(=O)OCC)n[nH]2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2cc(C)[nH]n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2cc(F)cc(C(=O)OC)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2nc(Br)cn3ccnc23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2n[nH]c3cc(F)ccc23)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cc(N3CCCC3)ccn2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(N3CCN(C)CC3)c(F)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(Cl)nc2Cl)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(F)c(C(F)(F)F)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(F)c(C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(F)cc2CO)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(F)cc2OC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(N3CCC=C(N4CCOCC4)C3=O)cc2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(O)cc2C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(Cl)cc2F)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(O)cc2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(OC)c(Cl)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(OC)nc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(Oc3ccnc(C(=O)NC)c3)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(S(C)(=O)=O)cc2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc3c(c2)C(=O)CCC3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(Cl)cn2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(COC)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc3cn[nH]c3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C#C)cc2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cc(O)cc(C(=O)OC)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cc(OC)c(OC)cc2C(=O)OC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cc3cccnc3c3ncccc23)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cc[nH]c(=O)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(-c3ccccc3)cn2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(Br)cc2OC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C#N)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(CC3COC(=O)N3)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C(=O)OC)c(O)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C)c(C(=O)OC)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C)nc2Cl)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc(C)nn2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc3c(c2)C(O)CCC3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc3nccnc3c2Br)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(Cl)nc2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(Br)c(C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(C)c(Br)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(Cl)c(Cl)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(Cl)cc2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(Cl)cc2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(Cl)cn2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(OC)c(C(F)(F)F)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccsc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnc(OC)cc2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cncc(C(=O)OC)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cncc(F)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cncnc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cnn(C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2csc(C(=O)OC)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cn3nc(Cl)ccc3n2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccncn2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccc3nsnc3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(OCc3ccccc3)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(C#N)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(C(=O)OC)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(C)c2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(N3CCOCC3)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(OC(F)F)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(OC)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc(S(C)(=O)=O)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccncc2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc3c(=O)[nH][nH]c(=O)c23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccnc2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2ccncc2C(=O)OC)n1,3,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cc(Cl)nc(Cl)c2[N+](=O)[O-])n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cc(C3CC3)[nH]n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cc(C)ncn2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccc(C#N)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3c(cnn3C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3ncccc3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3nccn3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3nn(CC)cc3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3nsnc3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccc(Br)c2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccc(C(C)=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3c(c2)CC(=O)N3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccc(F)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccc(OCc3ccccc3)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cccnc2Cl)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccn(C)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccnc(Cl)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3c(c2)COC3=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc3c(C)cc(=O)oc3c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cn3nc(Cl)ccc3n2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(C(=O)OC)c(C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(=O)n(C)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(Br)c(F)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(C#C[Si](C)(C)C)nc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(C)cc2CO)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(Cl)c(C)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(Cl)cc2F)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(Cl)nc2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(N3CCN(C)CC3)c(F)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(OC)cc2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccncc2[N+](=O)[O-])n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cn[nH]c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cc3cccnc3c3ncccc23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncc(-c3ccccc3)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3c(s2)CN(C(=O)OCc2ccccc2)CC3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3cc([N+](=O)[O-])ccc3[nH]2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3ccc(Cl)cc3o2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3ccccc3s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3nc[nH]c3c(=O)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncc(C(=O)OCC)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc(Cl)c3cn[nH]c3n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncc(Cl)nc2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncccc2C=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nccnc2C(=O)OC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncnc(Cl)c2Cl)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncnc3[nH]cnc23)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ncnc3c2ncn3C2CCCCO2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc(OCc3ccccc3)c3nc[nH]c3n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc(Cl)c3[nH]cnc3n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cnc(Br)c(C)c2)n1,1,0,0.0,1.0
