id,protein_name,binds,y_pred,proba_pos,molecule_smiles,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles
13561,HSA,0,1,0.56,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCN2C(=O)c3ccccc3C2=O)nc(NCC2CCC(=C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,Cl.NCCCCN1C(=O)c2ccccc2C1=O
30419,sEH,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)nc(Nc2nc(C)ccc2[N+](=O)[O-])n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,Cc1ccc([N+](=O)[O-])c(N)n1
9025,HSA,0,1,0.51,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=C)C)nc(Nc2cnc(OC)cn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)COCCN.Cl,COc1cnc(N)cn1
56916,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2ncncc2C#N)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,N#Cc1cncnc1N
57220,HSA,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2ccc3c(c2)CNC3=O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Nc1ccc2c(c1)CNC2=O
46504,HSA,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2sncc2Br)nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)CC(C)(CN)NC(=O)c1cc(Cl)c(Cl)[nH]1.Cl,NCc1sncc1Br
41705,sEH,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccco3)n[nH]2)nc(NCC(C)(C)C(=O)N2CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,Cl.NCc1nc(-c2ccco2)n[nH]1
18844,HSA,0,1,0.54,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSCC=C)nc(NCCN2CCOCC2CC)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCSCCN,CCC1COCCN1CCN.Cl.Cl
6059,sEH,0,1,0.5,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(C#C)c2)nc(Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#Cc1cccc(N)c1,CN1CCN(Cc2ccc(N)cc2C(F)(F)F)CC1
33031,HSA,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2N2CCOCC2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,NCc1ccccc1N1CCOCC1
56255,sEH,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2n[nH]cc2C(=O)OC)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,COC(=O)c1c[nH]nc1N
29772,BRD4,0,1,0.5,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(C)(C)C#N)cc2)nc(Nc2nc(Cl)c3[nH]cnc3n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C#N)c1ccc(N)cc1,Nc1nc(Cl)c2[nH]cnc2n1
48667,HSA,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(Cl)nnc2Cl)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,Nc1cc(Cl)nnc1Cl
14898,BRD4,0,1,0.51,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nc(C)c(C)s2)nc(NCC(=O)NCC=C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCNC(=O)CN.Cl,Cc1nc(CCN)sc1C
30822,BRD4,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)nc(Nc2c(C#N)cnc3c(C#N)cnn23)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,N#Cc1cnc2c(C#N)cnn2c1N
13972,HSA,0,1,0.57,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(-c3ccsc3)no2)nc(NCC2CCC(=C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,NCc1nc(-c2ccsc2)no1
36530,sEH,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C(C)(C)C)ccc2O)nc(Nc2ncccc2C(=O)OCC)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1ccc(O)c(N)c1,CCOC(=O)c1cccnc1N
9441,BRD4,0,1,0.52,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=C)C)nc(NCc2cc(=O)nc[nH]2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)COCCN.Cl,Cl.Cl.NCc1cc(=O)nc[nH]1
24792,BRD4,0,1,0.56,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cncc(OC)c2)nc(Nc2ccc(C(C)=O)cc2F)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,COc1cncc(N)c1
59822,sEH,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2nc3c(C)cccc3s2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(C)=O,Cc1cccc2sc(N)nc12
51964,HSA,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ncc([N+](=O)[O-])s2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Nc1ncc([N+](=O)[O-])s1
56334,BRD4,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(OC)ns2)nc(NCC(C)Oc2ccc(Cl)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,COc1cc(CN)sn1.Cl.Cl
34373,sEH,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)cc2C(F)(F)F)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1Cc2c(N)n[nH]c2C1(C)C,Nc1ccc(O)cc1C(F)(F)F
53760,BRD4,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCCN2C(=O)c3ccccc3C2=O)nc(NCC(C)N2CCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,Cl.NCCCCN1C(=O)c2ccccc2C1=O
49139,sEH,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ncccc2C=O)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,Nc1ncccc1C=O
44083,HSA,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(C)CCC#N)nc(Nc2cc(Cl)nc(Cl)n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCC#N,Nc1cc(Cl)nc(Cl)n1
52642,HSA,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2cccc(OCc3ccccc3)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CCN)S(C)=O,Nc1cccc(OCc2ccccc2)c1
30440,sEH,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(-n3cnc(C)c3)cc(C(F)(F)F)c2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1
30713,sEH,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccsc2C(F)(F)F)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,Cl.NCc1ccsc1C(F)(F)F
4828,HSA,0,1,0.53,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2csc(=O)[nH]2)nc(Nc2ccc(C#C)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#Cc1ccc(N)cc1,Cl.NCc1csc(=O)[nH]1
44269,HSA,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(C)CCC#N)nc(Nc2cccc3c(=O)[nH][nH]c(=O)c23)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCC#N,Nc1cccc2c(=O)[nH][nH]c(=O)c12
35663,sEH,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc3ncccn23)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)n1ncc2cc(N)ccc21,Cl.NCc1nnc2ncccn12
56102,sEH,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(NCC(C)Oc2ccc(Cl)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,CC(CN)Oc1ccc(Cl)cc1
12418,HSA,0,1,0.58,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccnc(Cl)n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(Cl)CN.Cl,Nc1ccnc(Cl)n1
25244,sEH,0,1,0.55,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)nc(Nc2ccc(C(C)=O)cc2F)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,Cl.NC[C@@H]1CCO[C@@H]1c1nc(C2CC2)no1
58627,HSA,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,Cl.NC[C@@H]1CCO[C@@H]1c1nc(C2CC2)no1
21464,sEH,0,1,0.54,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C3CCOC3)[nH]2)nc(Nc2cccc(NC(C)=O)n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,Cl.Cl.NCc1nnc(C2CCOC2)[nH]1
32070,BRD4,0,0,0.44,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(SC)o2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,CSc1ccc(CN)o1.Cl
216,BRD4,0,1,0.55,C#CCOc1ccc(CNc2nc(Nc3c(C(=O)OC)cc(Cl)nc3Cl)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,COC(=O)c1cc(Cl)nc(Cl)c1N
32346,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C(C)C)c(C)s2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,Cc1sc(CN)nc1C(C)C
52890,BRD4,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)N2CCC2)nc(NCC2(C)CCC3(CC2)OCCO3)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,CC1(CN)CCC2(CC1)OCCO2
56982,BRD4,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)NCc2ccncc2)nc(NCC(C)Oc2ccc(Cl)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,NCCC(=O)NCc1ccncc1
51817,HSA,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2cnc(Cl)cn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Nc1cnc(Cl)cn1
58808,sEH,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,N#Cc1cnn(-c2ccccc2)c1N
41963,sEH,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccsc2Br)nc(NCC(C)(C)C(=O)N2CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,NCc1ccsc1Br
50774,sEH,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nccn2C(F)F)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Cl.Cl.NCCc1nccn1C(F)F
54442,HSA,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)N2CCC2)nc(Nc2cn3nc(Cl)ccc3n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,Nc1cn2nc(Cl)ccc2n1
50734,HSA,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)NCCN2CCOCC2)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Cl.Cl.NCC(=O)NCCN1CCOCC1
51897,BRD4,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2nc(OCc3ccccc3)c3nc[nH]c3n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1
18692,sEH,0,1,0.53,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC=C)nc(Nc2nccs2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCOCCN,Nc1nccs1
32240,sEH,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3c(C)cccc3s2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,Cc1cccc2sc(N)nc12
37187,sEH,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc(C(=O)N3CCCC3)c2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1ccc(O)c(N)c1,NCc1cccc(C(=O)N2CCCC2)c1
44003,sEH,1,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cnn(Cc3ccccc3)c2)nc(NCC(C)(C)CCC#N)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCC#N,NCc1cnn(Cc2ccccc2)c1
18067,HSA,0,1,0.52,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC=C)nc(Nc2cc(C)ccc2Cl)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCOCCN,Cc1ccc(Cl)c(N)c1
55975,HSA,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc3ccc(Cl)cc3s2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)OC(C)(C)C.Cl,Nc1nc2ccc(Cl)cc2s1
55633,HSA,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc(C(=O)N3CCCC3)c2)nc(NCC(C)OC(C)(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)OC(C)(C)C.Cl,NCc1cccc(C(=O)N2CCCC2)c1
13035,BRD4,0,1,0.55,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC(=C)CC2)nc(Nc2ccc(OC)cn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,COc1ccc(N)nc1
49679,sEH,0,0,0.44,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(Cl)c(C=O)c(Cl)n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)NC(=O)NCCN.Cl.Cl,Nc1nc(Cl)c(C=O)c(Cl)n1
54549,BRD4,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)N2CCC2)nc(Nc2nc3cccc(Br)n3n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,Nc1nc2cccc(Br)n2n1
44069,sEH,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(C)CCC#N)nc(Nc2cc(CO)ccn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCC#N,Nc1cc(CO)ccn1
16778,sEH,0,1,0.55,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCC=C)nc(NCC(c2ccc(OC)c(OC)c2)N2CCOCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCOCCCN,COc1ccc(C(CN)N2CCOCC2)cc1OC
45867,BRD4,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(C)CCS(C)(=O)=O)nc(Nc2nc(-c3ccccc3Cl)cs2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCS(C)(=O)=O.Cl,Nc1nc(-c2ccccc2Cl)cs1
39602,sEH,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncoc2C(C)(C)C)nc(NCC2(C)CCC3(CC2)OCCO3)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1ocnc1CN.Cl,CC1(CN)CCC2(CC1)OCCO2
16203,BRD4,0,1,0.54,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2ccc(N3CCOCC3)c(F)c2)nc(NCC(C)OCC=C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCOC(C)CN,NCCc1ccc(N2CCOCC2)c(F)c1
33393,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccnc(-c3ccccc3)c2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,Nc1ccnc(-c2ccccc2)c1
54759,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2nc(C(=O)OCC)co2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)OC(C)(C)C.Cl,CCOC(=O)c1coc(N)n1
58532,sEH,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCCC2)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,Cl.NCC1CCCC1
39304,HSA,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C(C)(C)C)s2)nc(Nc2ccnc(-c3ccccc3)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1nnc(CN)s1.Cl,Nc1ccnc(-c2ccccc2)c1
46967,sEH,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccnc(OCC)c2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,CCOc1cc(N)ccn1
13856,sEH,0,1,0.51,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCc2cc(=O)[nH][nH]2)nc(NCC2CCC(=C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,NCCCc1cc(=O)[nH][nH]1
30850,HSA,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(C3CC3)CCCO2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,NCC1(C2CC2)CCCO1
24808,HSA,0,1,0.54,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(CS(C)(=O)=O)CCOCC2)nc(Nc2ccc(C(C)=O)cc2F)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,CS(=O)(=O)CC1(CN)CCOCC1.Cl
41934,BRD4,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(NC(=O)c3ccco3)cc2)nc(NCC(C)(C)C(=O)N2CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,NCc1ccc(NC(=O)c2ccco2)cc1
54646,HSA,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OCC=C)nc(NCC(C)OC(C)(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)OC(C)(C)C.Cl,C=CCOC(C)CN
57133,HSA,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
38859,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C(C)(C)C)s2)nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1nnc(CN)s1.Cl,NCC1(c2ccc(Cl)cc2Cl)CCCC1
